cu1809	09:30:54.000	2018-07-25 09:30:54.000000000	2018-07-24 10:12:41.849485000	-83892150515000
cu1809	09:30:54.500	2018-07-25 09:30:54.500000000	2018-07-24 10:12:42.342600000	-83892157400000
cu1809	09:30:55.500	2018-07-25 09:30:55.500000000	2018-07-24 10:12:43.326595000	-83892173405000
cu1809	09:30:56.000	2018-07-25 09:30:56.000000000	2018-07-24 10:12:43.831414000	-83892168586000
cu1809	09:30:56.500	2018-07-25 09:30:56.500000000	2018-07-24 10:12:44.342404000	-83892157596000
cu1809	09:30:57.000	2018-07-25 09:30:57.000000000	2018-07-24 10:12:44.841722000	-83892158278000
cu1809	09:30:57.500	2018-07-25 09:30:57.500000000	2018-07-24 10:12:45.324441000	-83892175559000
cu1809	09:30:58.000	2018-07-25 09:30:58.000000000	2018-07-24 10:12:45.829263000	-83892170737000
cu1809	09:30:58.500	2018-07-25 09:30:58.500000000	2018-07-24 10:12:46.327501000	-83892172499000
cu1809	09:30:59.000	2018-07-25 09:30:59.000000000	2018-07-24 10:12:46.831281000	-83892168719000
cu1809	09:30:59.500	2018-07-25 09:30:59.500000000	2018-07-24 10:12:47.339427000	-83892160573000
cu1809	09:31:00.000	2018-07-25 09:31:00.000000000	2018-07-24 10:12:47.826068000	-83892173932000
cu1809	09:31:00.500	2018-07-25 09:31:00.500000000	2018-07-24 10:12:48.352658000	-83892147342000
cu1809	09:31:01.000	2018-07-25 09:31:01.000000000	2018-07-24 10:12:48.835552000	-83892164448000
cu1809	09:31:01.500	2018-07-25 09:31:01.500000000	2018-07-24 10:12:49.344657000	-83892155343000
cu1809	09:31:02.000	2018-07-25 09:31:02.000000000	2018-07-24 10:12:49.834706000	-83892165294000
cu1809	09:31:02.500	2018-07-25 09:31:02.500000000	2018-07-24 10:12:50.329645000	-83892170355000
cu1809	09:31:03.000	2018-07-25 09:31:03.000000000	2018-07-24 10:12:50.835097000	-83892164903000
cu1809	09:31:03.500	2018-07-25 09:31:03.500000000	2018-07-24 10:12:51.336744000	-83892163256000
cu1809	09:31:04.000	2018-07-25 09:31:04.000000000	2018-07-24 10:12:51.846259000	-83892153741000
cu1809	09:31:04.500	2018-07-25 09:31:04.500000000	2018-07-24 10:12:52.331659000	-83892168341000
cu1809	09:31:05.000	2018-07-25 09:31:05.000000000	2018-07-24 10:12:52.826890000	-83892173110000
cu1809	09:31:05.500	2018-07-25 09:31:05.500000000	2018-07-24 10:12:53.344420000	-83892155580000
cu1809	09:31:06.000	2018-07-25 09:31:06.000000000	2018-07-24 10:12:53.827007000	-83892172993000
cu1809	09:31:06.500	2018-07-25 09:31:06.500000000	2018-07-24 10:12:54.341776000	-83892158224000
cu1809	09:31:07.000	2018-07-25 09:31:07.000000000	2018-07-24 10:12:54.840605000	-83892159395000
cu1809	09:31:07.500	2018-07-25 09:31:07.500000000	2018-07-24 10:12:55.330808000	-83892169192000
cu1809	09:31:08.000	2018-07-25 09:31:08.000000000	2018-07-24 10:12:55.826569000	-83892173431000
cu1809	09:31:08.500	2018-07-25 09:31:08.500000000	2018-07-24 10:12:56.331199000	-83892168801000
cu1809	09:31:09.000	2018-07-25 09:31:09.000000000	2018-07-24 10:12:56.842108000	-83892157892000
cu1809	09:31:09.500	2018-07-25 09:31:09.500000000	2018-07-24 10:12:57.334756000	-83892165244000
